datadate,tic,conm,ajexdi,prccd
20101130,AXP,AMERICAN EXPRESS CO,1,43.22
20101201,AXP,AMERICAN EXPRESS CO,1,44.3
20101202,AXP,AMERICAN EXPRESS CO,1,44.98
20101203,AXP,AMERICAN EXPRESS CO,1,44.88
20101206,AXP,AMERICAN EXPRESS CO,1,45
20101207,AXP,AMERICAN EXPRESS CO,1,44.78
20101208,AXP,AMERICAN EXPRESS CO,1,45.63
20101209,AXP,AMERICAN EXPRESS CO,1,45.81
20101210,AXP,AMERICAN EXPRESS CO,1,46.26
20101213,AXP,AMERICAN EXPRESS CO,1,46.37
20101214,AXP,AMERICAN EXPRESS CO,1,46.2
20101215,AXP,AMERICAN EXPRESS CO,1,46.12
20101216,AXP,AMERICAN EXPRESS CO,1,44.57
20101217,AXP,AMERICAN EXPRESS CO,1,44.01
20101220,AXP,AMERICAN EXPRESS CO,1,42.5
20101221,AXP,AMERICAN EXPRESS CO,1,43.23
20101222,AXP,AMERICAN EXPRESS CO,1,42.81
20101223,AXP,AMERICAN EXPRESS CO,1,42.77
20101227,AXP,AMERICAN EXPRESS CO,1,43.05
20101228,AXP,AMERICAN EXPRESS CO,1,42.79
20101229,AXP,AMERICAN EXPRESS CO,1,42.86
20101230,AXP,AMERICAN EXPRESS CO,1,42.51
20101231,AXP,AMERICAN EXPRESS CO,1,42.92
20110103,AXP,AMERICAN EXPRESS CO,1,43.4
20110104,AXP,AMERICAN EXPRESS CO,1,43.95
20110105,AXP,AMERICAN EXPRESS CO,1,45.04
20110106,AXP,AMERICAN EXPRESS CO,1,44.73
20110107,AXP,AMERICAN EXPRESS CO,1,44.36
20110110,AXP,AMERICAN EXPRESS CO,1,44.46
20110111,AXP,AMERICAN EXPRESS CO,1,45.04
20110112,AXP,AMERICAN EXPRESS CO,1,45
20110113,AXP,AMERICAN EXPRESS CO,1,45.06
20110114,AXP,AMERICAN EXPRESS CO,1,46.25
20110118,AXP,AMERICAN EXPRESS CO,1,46.37
20110119,AXP,AMERICAN EXPRESS CO,1,45.24
20110120,AXP,AMERICAN EXPRESS CO,1,45.27
20110121,AXP,AMERICAN EXPRESS CO,1,46
20110124,AXP,AMERICAN EXPRESS CO,1,45.79
20110125,AXP,AMERICAN EXPRESS CO,1,44.8
20110126,AXP,AMERICAN EXPRESS CO,1,44.46
20110127,AXP,AMERICAN EXPRESS CO,1,44.54
20110128,AXP,AMERICAN EXPRESS CO,1,43.86
20110131,AXP,AMERICAN EXPRESS CO,1,43.38
20110201,AXP,AMERICAN EXPRESS CO,1,43.6
20110202,AXP,AMERICAN EXPRESS CO,1,43.72
20110203,AXP,AMERICAN EXPRESS CO,1,43.53
20110204,AXP,AMERICAN EXPRESS CO,1,43.82
20110207,AXP,AMERICAN EXPRESS CO,1,44.82
20110208,AXP,AMERICAN EXPRESS CO,1,45.88
20110209,AXP,AMERICAN EXPRESS CO,1,45.72
20110210,AXP,AMERICAN EXPRESS CO,1,46.57
20110211,AXP,AMERICAN EXPRESS CO,1,46.75
20110214,AXP,AMERICAN EXPRESS CO,1,46.52
20110215,AXP,AMERICAN EXPRESS CO,1,46.19
20110216,AXP,AMERICAN EXPRESS CO,1,46.86
20110217,AXP,AMERICAN EXPRESS CO,1,45.78
20110218,AXP,AMERICAN EXPRESS CO,1,45.53
20110222,AXP,AMERICAN EXPRESS CO,1,44.29
20110223,AXP,AMERICAN EXPRESS CO,1,43.44
20110224,AXP,AMERICAN EXPRESS CO,1,43.56
20110225,AXP,AMERICAN EXPRESS CO,1,43.53
20110228,AXP,AMERICAN EXPRESS CO,1,43.57
20110301,AXP,AMERICAN EXPRESS CO,1,43.15
20110302,AXP,AMERICAN EXPRESS CO,1,43.02
20110303,AXP,AMERICAN EXPRESS CO,1,44.3
20110304,AXP,AMERICAN EXPRESS CO,1,43.72
20110307,AXP,AMERICAN EXPRESS CO,1,43.71
20110308,AXP,AMERICAN EXPRESS CO,1,45.24
20110309,AXP,AMERICAN EXPRESS CO,1,45.05
20110310,AXP,AMERICAN EXPRESS CO,1,44.02
20110311,AXP,AMERICAN EXPRESS CO,1,44.28
20110314,AXP,AMERICAN EXPRESS CO,1,43.91
20110315,AXP,AMERICAN EXPRESS CO,1,43.64
20110316,AXP,AMERICAN EXPRESS CO,1,42.36
20110317,AXP,AMERICAN EXPRESS CO,1,43.42
20110318,AXP,AMERICAN EXPRESS CO,1,44.17
20110321,AXP,AMERICAN EXPRESS CO,1,44.32
20110322,AXP,AMERICAN EXPRESS CO,1,44.75
20110323,AXP,AMERICAN EXPRESS CO,1,45.02
20110324,AXP,AMERICAN EXPRESS CO,1,45.59
20110325,AXP,AMERICAN EXPRESS CO,1,45.59
20110328,AXP,AMERICAN EXPRESS CO,1,45.72
20110329,AXP,AMERICAN EXPRESS CO,1,45.65
20110330,AXP,AMERICAN EXPRESS CO,1,45.91
20110331,AXP,AMERICAN EXPRESS CO,1,45.2
20110401,AXP,AMERICAN EXPRESS CO,1,45.36
20110404,AXP,AMERICAN EXPRESS CO,1,45.42
20110405,AXP,AMERICAN EXPRESS CO,1,45.42
20110406,AXP,AMERICAN EXPRESS CO,1,46.28
20110407,AXP,AMERICAN EXPRESS CO,1,46.16
20110408,AXP,AMERICAN EXPRESS CO,1,46.28
20110411,AXP,AMERICAN EXPRESS CO,1,46.38
20110412,AXP,AMERICAN EXPRESS CO,1,46.02
20110413,AXP,AMERICAN EXPRESS CO,1,46.1
20110414,AXP,AMERICAN EXPRESS CO,1,45.88
20110415,AXP,AMERICAN EXPRESS CO,1,46.25
20110418,AXP,AMERICAN EXPRESS CO,1,46.06
20110419,AXP,AMERICAN EXPRESS CO,1,46.64
20110420,AXP,AMERICAN EXPRESS CO,1,47
20110421,AXP,AMERICAN EXPRESS CO,1,47.11
20110425,AXP,AMERICAN EXPRESS CO,1,47.05
20110426,AXP,AMERICAN EXPRESS CO,1,47.1
20110427,AXP,AMERICAN EXPRESS CO,1,47.62
20110428,AXP,AMERICAN EXPRESS CO,1,48.52
20110429,AXP,AMERICAN EXPRESS CO,1,49.08
20110502,AXP,AMERICAN EXPRESS CO,1,49.65
20110503,AXP,AMERICAN EXPRESS CO,1,49.9
20110504,AXP,AMERICAN EXPRESS CO,1,49.7
20110505,AXP,AMERICAN EXPRESS CO,1,49.52
20110506,AXP,AMERICAN EXPRESS CO,1,50.2
20110509,AXP,AMERICAN EXPRESS CO,1,50.19
20110510,AXP,AMERICAN EXPRESS CO,1,50.17
20110511,AXP,AMERICAN EXPRESS CO,1,49.83
20110512,AXP,AMERICAN EXPRESS CO,1,49.54
20110513,AXP,AMERICAN EXPRESS CO,1,49.49
20110516,AXP,AMERICAN EXPRESS CO,1,50.07
20110517,AXP,AMERICAN EXPRESS CO,1,50.76
20110518,AXP,AMERICAN EXPRESS CO,1,51.06
20110519,AXP,AMERICAN EXPRESS CO,1,51.82
20110520,AXP,AMERICAN EXPRESS CO,1,51.19
20110523,AXP,AMERICAN EXPRESS CO,1,51.12
20110524,AXP,AMERICAN EXPRESS CO,1,50.56
20110525,AXP,AMERICAN EXPRESS CO,1,50.41
20110526,AXP,AMERICAN EXPRESS CO,1,50.68
20110527,AXP,AMERICAN EXPRESS CO,1,51.13
20110531,AXP,AMERICAN EXPRESS CO,1,51.6
20110601,AXP,AMERICAN EXPRESS CO,1,49.91
20110602,AXP,AMERICAN EXPRESS CO,1,50.09
20110603,AXP,AMERICAN EXPRESS CO,1,49.28
20110606,AXP,AMERICAN EXPRESS CO,1,48.78
20110607,AXP,AMERICAN EXPRESS CO,1,48.89
20110608,AXP,AMERICAN EXPRESS CO,1,48.1
20110609,AXP,AMERICAN EXPRESS CO,1,48.33
20110610,AXP,AMERICAN EXPRESS CO,1,47.74
20110613,AXP,AMERICAN EXPRESS CO,1,48.24
20110614,AXP,AMERICAN EXPRESS CO,1,48.15
20110615,AXP,AMERICAN EXPRESS CO,1,47.28
20110616,AXP,AMERICAN EXPRESS CO,1,48.41
20110617,AXP,AMERICAN EXPRESS CO,1,48.5
20110620,AXP,AMERICAN EXPRESS CO,1,48.88
20110621,AXP,AMERICAN EXPRESS CO,1,49.55
20110622,AXP,AMERICAN EXPRESS CO,1,49.85
20110623,AXP,AMERICAN EXPRESS CO,1,49.21
20110624,AXP,AMERICAN EXPRESS CO,1,48.34
20110627,AXP,AMERICAN EXPRESS CO,1,49.54
20110628,AXP,AMERICAN EXPRESS CO,1,49.82
20110629,AXP,AMERICAN EXPRESS CO,1,50.92
20110630,AXP,AMERICAN EXPRESS CO,1,51.7
20110701,AXP,AMERICAN EXPRESS CO,1,52.34
20110705,AXP,AMERICAN EXPRESS CO,1,52.33
20110706,AXP,AMERICAN EXPRESS CO,1,52.76
20110707,AXP,AMERICAN EXPRESS CO,1,53.59
20110708,AXP,AMERICAN EXPRESS CO,1,53.07
20110711,AXP,AMERICAN EXPRESS CO,1,52.27
20110712,AXP,AMERICAN EXPRESS CO,1,52.4
20110713,AXP,AMERICAN EXPRESS CO,1,51.95
20110714,AXP,AMERICAN EXPRESS CO,1,51.38
20110715,AXP,AMERICAN EXPRESS CO,1,51.81
20110718,AXP,AMERICAN EXPRESS CO,1,51.33
20110719,AXP,AMERICAN EXPRESS CO,1,51.81
20110720,AXP,AMERICAN EXPRESS CO,1,52.09
20110721,AXP,AMERICAN EXPRESS CO,1,52.58
20110722,AXP,AMERICAN EXPRESS CO,1,52.24
20110725,AXP,AMERICAN EXPRESS CO,1,51.81
20110726,AXP,AMERICAN EXPRESS CO,1,51.57
20110727,AXP,AMERICAN EXPRESS CO,1,50.48
20110728,AXP,AMERICAN EXPRESS CO,1,50.55
20110729,AXP,AMERICAN EXPRESS CO,1,50.04
20110801,AXP,AMERICAN EXPRESS CO,1,50.02
20110802,AXP,AMERICAN EXPRESS CO,1,48.52
20110803,AXP,AMERICAN EXPRESS CO,1,48.86
20110804,AXP,AMERICAN EXPRESS CO,1,46.84
20110805,AXP,AMERICAN EXPRESS CO,1,47.21
20110808,AXP,AMERICAN EXPRESS CO,1,43.04
20110809,AXP,AMERICAN EXPRESS CO,1,46.1
20110810,AXP,AMERICAN EXPRESS CO,1,42.8
20110811,AXP,AMERICAN EXPRESS CO,1,45.07
20110812,AXP,AMERICAN EXPRESS CO,1,44.89
20110815,AXP,AMERICAN EXPRESS CO,1,45.82
20110816,AXP,AMERICAN EXPRESS CO,1,44.89
20110817,AXP,AMERICAN EXPRESS CO,1,45.86
20110818,AXP,AMERICAN EXPRESS CO,1,44.28
20110819,AXP,AMERICAN EXPRESS CO,1,44.47
20110822,AXP,AMERICAN EXPRESS CO,1,44.6
20110823,AXP,AMERICAN EXPRESS CO,1,46.42
20110824,AXP,AMERICAN EXPRESS CO,1,48.08
20110825,AXP,AMERICAN EXPRESS CO,1,48.09
20110826,AXP,AMERICAN EXPRESS CO,1,48.48
20110829,AXP,AMERICAN EXPRESS CO,1,48.55
20110830,AXP,AMERICAN EXPRESS CO,1,48.66
20110831,AXP,AMERICAN EXPRESS CO,1,49.71
20110901,AXP,AMERICAN EXPRESS CO,1,49.5
20110902,AXP,AMERICAN EXPRESS CO,1,48.51
20110906,AXP,AMERICAN EXPRESS CO,1,48.06
20110907,AXP,AMERICAN EXPRESS CO,1,49.98
20110908,AXP,AMERICAN EXPRESS CO,1,49.53
20110909,AXP,AMERICAN EXPRESS CO,1,47.28
20110912,AXP,AMERICAN EXPRESS CO,1,47.46
20110913,AXP,AMERICAN EXPRESS CO,1,47.9
20110914,AXP,AMERICAN EXPRESS CO,1,48.99
20110915,AXP,AMERICAN EXPRESS CO,1,49.36
20110916,AXP,AMERICAN EXPRESS CO,1,50.12
20110919,AXP,AMERICAN EXPRESS CO,1,48.68
20110920,AXP,AMERICAN EXPRESS CO,1,49.27
20110921,AXP,AMERICAN EXPRESS CO,1,48.23
20110922,AXP,AMERICAN EXPRESS CO,1,46.63
20110923,AXP,AMERICAN EXPRESS CO,1,46.45
20110926,AXP,AMERICAN EXPRESS CO,1,47.56
20110927,AXP,AMERICAN EXPRESS CO,1,47.08
20110928,AXP,AMERICAN EXPRESS CO,1,46.47
20110929,AXP,AMERICAN EXPRESS CO,1,46.72
20110930,AXP,AMERICAN EXPRESS CO,1,44.9
20111003,AXP,AMERICAN EXPRESS CO,1,43.48
20111004,AXP,AMERICAN EXPRESS CO,1,43.43
20111005,AXP,AMERICAN EXPRESS CO,1,43.41
20111006,AXP,AMERICAN EXPRESS CO,1,44.43
20111007,AXP,AMERICAN EXPRESS CO,1,43.43
20111010,AXP,AMERICAN EXPRESS CO,1,45.45
20111011,AXP,AMERICAN EXPRESS CO,1,45.76
20111012,AXP,AMERICAN EXPRESS CO,1,47.03
20111013,AXP,AMERICAN EXPRESS CO,1,46.33
20111014,AXP,AMERICAN EXPRESS CO,1,46.1
20111017,AXP,AMERICAN EXPRESS CO,1,45.12
20111018,AXP,AMERICAN EXPRESS CO,1,46.68
20111019,AXP,AMERICAN EXPRESS CO,1,46.13
20111020,AXP,AMERICAN EXPRESS CO,1,46.19
20111021,AXP,AMERICAN EXPRESS CO,1,48.46
20111024,AXP,AMERICAN EXPRESS CO,1,49.92
20111025,AXP,AMERICAN EXPRESS CO,1,49.42
20111026,AXP,AMERICAN EXPRESS CO,1,50.45
20111027,AXP,AMERICAN EXPRESS CO,1,52.06
20111028,AXP,AMERICAN EXPRESS CO,1,52.1
20111031,AXP,AMERICAN EXPRESS CO,1,50.62
20111101,AXP,AMERICAN EXPRESS CO,1,48.99
20111102,AXP,AMERICAN EXPRESS CO,1,50.32
20111103,AXP,AMERICAN EXPRESS CO,1,51.68
20111104,AXP,AMERICAN EXPRESS CO,1,51.18
20111107,AXP,AMERICAN EXPRESS CO,1,51.25
20111108,AXP,AMERICAN EXPRESS CO,1,51.34
20111109,AXP,AMERICAN EXPRESS CO,1,49.21
20111110,AXP,AMERICAN EXPRESS CO,1,49.09
20111111,AXP,AMERICAN EXPRESS CO,1,50.37
20111114,AXP,AMERICAN EXPRESS CO,1,49.45
20111115,AXP,AMERICAN EXPRESS CO,1,49.95
20111116,AXP,AMERICAN EXPRESS CO,1,48.12
20111117,AXP,AMERICAN EXPRESS CO,1,46.7
20111118,AXP,AMERICAN EXPRESS CO,1,46.88
20111121,AXP,AMERICAN EXPRESS CO,1,46.06
20111122,AXP,AMERICAN EXPRESS CO,1,46
20111123,AXP,AMERICAN EXPRESS CO,1,45.1
20111125,AXP,AMERICAN EXPRESS CO,1,45
20111128,AXP,AMERICAN EXPRESS CO,1,46.01
20111129,AXP,AMERICAN EXPRESS CO,1,45.55
20111130,AXP,AMERICAN EXPRESS CO,1,48.04
20111201,AXP,AMERICAN EXPRESS CO,1,47.79
20111202,AXP,AMERICAN EXPRESS CO,1,48.23
20111205,AXP,AMERICAN EXPRESS CO,1,48.78
20111206,AXP,AMERICAN EXPRESS CO,1,48.56
20111207,AXP,AMERICAN EXPRESS CO,1,49.16
20111208,AXP,AMERICAN EXPRESS CO,1,47.81
20111209,AXP,AMERICAN EXPRESS CO,1,48.8
20111212,AXP,AMERICAN EXPRESS CO,1,47.89
20111213,AXP,AMERICAN EXPRESS CO,1,47.39
20111214,AXP,AMERICAN EXPRESS CO,1,47.08
20111215,AXP,AMERICAN EXPRESS CO,1,46.42
20111216,AXP,AMERICAN EXPRESS CO,1,46.88
20111219,AXP,AMERICAN EXPRESS CO,1,46.04
20111220,AXP,AMERICAN EXPRESS CO,1,47.92
20111221,AXP,AMERICAN EXPRESS CO,1,47.49
20111222,AXP,AMERICAN EXPRESS CO,1,47.63
20111223,AXP,AMERICAN EXPRESS CO,1,47.95
20111227,AXP,AMERICAN EXPRESS CO,1,47.66
20111228,AXP,AMERICAN EXPRESS CO,1,46.97
20111229,AXP,AMERICAN EXPRESS CO,1,47.52
20111230,AXP,AMERICAN EXPRESS CO,1,47.17
20120103,AXP,AMERICAN EXPRESS CO,1,48.39
20120104,AXP,AMERICAN EXPRESS CO,1,48.24
20120105,AXP,AMERICAN EXPRESS CO,1,48.8
20120106,AXP,AMERICAN EXPRESS CO,1,48.27
20120109,AXP,AMERICAN EXPRESS CO,1,48.39
20120110,AXP,AMERICAN EXPRESS CO,1,48.67
20120111,AXP,AMERICAN EXPRESS CO,1,48.95
20120112,AXP,AMERICAN EXPRESS CO,1,49.65
20120113,AXP,AMERICAN EXPRESS CO,1,49.76
20120117,AXP,AMERICAN EXPRESS CO,1,50.22
20120118,AXP,AMERICAN EXPRESS CO,1,50.56
20120119,AXP,AMERICAN EXPRESS CO,1,50.95
20120120,AXP,AMERICAN EXPRESS CO,1,50.04
20120123,AXP,AMERICAN EXPRESS CO,1,49.44
20120124,AXP,AMERICAN EXPRESS CO,1,49.23
20120125,AXP,AMERICAN EXPRESS CO,1,50.17
20120126,AXP,AMERICAN EXPRESS CO,1,49.98
20120127,AXP,AMERICAN EXPRESS CO,1,49.85
20120130,AXP,AMERICAN EXPRESS CO,1,49.12
20120131,AXP,AMERICAN EXPRESS CO,1,50.14
20120201,AXP,AMERICAN EXPRESS CO,1,50.62
20120202,AXP,AMERICAN EXPRESS CO,1,51.16
20120203,AXP,AMERICAN EXPRESS CO,1,52.25
20120206,AXP,AMERICAN EXPRESS CO,1,51.81
20120207,AXP,AMERICAN EXPRESS CO,1,52.13
20120208,AXP,AMERICAN EXPRESS CO,1,51.64
20120209,AXP,AMERICAN EXPRESS CO,1,52.31
20120210,AXP,AMERICAN EXPRESS CO,1,51.81
20120213,AXP,AMERICAN EXPRESS CO,1,52.07
20120214,AXP,AMERICAN EXPRESS CO,1,51.96
20120215,AXP,AMERICAN EXPRESS CO,1,51.52
20120216,AXP,AMERICAN EXPRESS CO,1,52.87
20120217,AXP,AMERICAN EXPRESS CO,1,52.86
20120221,AXP,AMERICAN EXPRESS CO,1,52.85
20120222,AXP,AMERICAN EXPRESS CO,1,52.79
20120223,AXP,AMERICAN EXPRESS CO,1,52.67
20120224,AXP,AMERICAN EXPRESS CO,1,53.33
20120227,AXP,AMERICAN EXPRESS CO,1,54.18
20120228,AXP,AMERICAN EXPRESS CO,1,53.76
20120229,AXP,AMERICAN EXPRESS CO,1,52.89
20120301,AXP,AMERICAN EXPRESS CO,1,53.57
20120302,AXP,AMERICAN EXPRESS CO,1,52.99
20120305,AXP,AMERICAN EXPRESS CO,1,52.97
20120306,AXP,AMERICAN EXPRESS CO,1,51.74
20120307,AXP,AMERICAN EXPRESS CO,1,52.27
20120308,AXP,AMERICAN EXPRESS CO,1,52.95
20120309,AXP,AMERICAN EXPRESS CO,1,53.2
20120312,AXP,AMERICAN EXPRESS CO,1,52.77
20120313,AXP,AMERICAN EXPRESS CO,1,54.25
20120314,AXP,AMERICAN EXPRESS CO,1,56.15
20120315,AXP,AMERICAN EXPRESS CO,1,56.72
20120316,AXP,AMERICAN EXPRESS CO,1,56.55
20120319,AXP,AMERICAN EXPRESS CO,1,57.27
20120320,AXP,AMERICAN EXPRESS CO,1,56.91
20120321,AXP,AMERICAN EXPRESS CO,1,57.05
20120322,AXP,AMERICAN EXPRESS CO,1,57.29
20120323,AXP,AMERICAN EXPRESS CO,1,57.25
20120326,AXP,AMERICAN EXPRESS CO,1,58.66
20120327,AXP,AMERICAN EXPRESS CO,1,58.22
20120328,AXP,AMERICAN EXPRESS CO,1,59.06
20120329,AXP,AMERICAN EXPRESS CO,1,57.89
20120330,AXP,AMERICAN EXPRESS CO,1,57.86
20120402,AXP,AMERICAN EXPRESS CO,1,58.01
20120403,AXP,AMERICAN EXPRESS CO,1,58.39
20120404,AXP,AMERICAN EXPRESS CO,1,57.37
20120405,AXP,AMERICAN EXPRESS CO,1,58.1
20120409,AXP,AMERICAN EXPRESS CO,1,57.16
20120410,AXP,AMERICAN EXPRESS CO,1,56.18
20120411,AXP,AMERICAN EXPRESS CO,1,56.95
20120412,AXP,AMERICAN EXPRESS CO,1,58.04
20120413,AXP,AMERICAN EXPRESS CO,1,57.28
20120416,AXP,AMERICAN EXPRESS CO,1,57.83
20120417,AXP,AMERICAN EXPRESS CO,1,58.18
20120418,AXP,AMERICAN EXPRESS CO,1,58.04
20120419,AXP,AMERICAN EXPRESS CO,1,57.57
20120420,AXP,AMERICAN EXPRESS CO,1,57.45
20120423,AXP,AMERICAN EXPRESS CO,1,57.32
20120424,AXP,AMERICAN EXPRESS CO,1,57.63
20120425,AXP,AMERICAN EXPRESS CO,1,58.91
20120426,AXP,AMERICAN EXPRESS CO,1,59.59
20120427,AXP,AMERICAN EXPRESS CO,1,60.17
20120430,AXP,AMERICAN EXPRESS CO,1,60.21
20120501,AXP,AMERICAN EXPRESS CO,1,60.97
20120502,AXP,AMERICAN EXPRESS CO,1,61.05
20120503,AXP,AMERICAN EXPRESS CO,1,60.86
20120504,AXP,AMERICAN EXPRESS CO,1,60.1
20120507,AXP,AMERICAN EXPRESS CO,1,60.1
20120508,AXP,AMERICAN EXPRESS CO,1,59.89
20120509,AXP,AMERICAN EXPRESS CO,1,59.46
20120510,AXP,AMERICAN EXPRESS CO,1,59.42
20120511,AXP,AMERICAN EXPRESS CO,1,59.64
20120514,AXP,AMERICAN EXPRESS CO,1,58.42
20120515,AXP,AMERICAN EXPRESS CO,1,57.94
20120516,AXP,AMERICAN EXPRESS CO,1,57.39
20120517,AXP,AMERICAN EXPRESS CO,1,55.65
20120518,AXP,AMERICAN EXPRESS CO,1,55.4
20120521,AXP,AMERICAN EXPRESS CO,1,56.33
20120522,AXP,AMERICAN EXPRESS CO,1,56.35
20120523,AXP,AMERICAN EXPRESS CO,1,55.97
20120524,AXP,AMERICAN EXPRESS CO,1,56.34
20120525,AXP,AMERICAN EXPRESS CO,1,55.81
20120529,AXP,AMERICAN EXPRESS CO,1,56.56
20120530,AXP,AMERICAN EXPRESS CO,1,55.46
20120531,AXP,AMERICAN EXPRESS CO,1,55.83
20120601,AXP,AMERICAN EXPRESS CO,1,53.43
20120604,AXP,AMERICAN EXPRESS CO,1,53.51
20120605,AXP,AMERICAN EXPRESS CO,1,53.98
20120606,AXP,AMERICAN EXPRESS CO,1,55.38
20120607,AXP,AMERICAN EXPRESS CO,1,55.24
20120608,AXP,AMERICAN EXPRESS CO,1,55.86
20120611,AXP,AMERICAN EXPRESS CO,1,55.1
20120612,AXP,AMERICAN EXPRESS CO,1,56.48
20120613,AXP,AMERICAN EXPRESS CO,1,55.1
20120614,AXP,AMERICAN EXPRESS CO,1,55.05
20120615,AXP,AMERICAN EXPRESS CO,1,56.28
20120618,AXP,AMERICAN EXPRESS CO,1,55.85
20120619,AXP,AMERICAN EXPRESS CO,1,56.94
20120620,AXP,AMERICAN EXPRESS CO,1,57.44
20120621,AXP,AMERICAN EXPRESS CO,1,56.32
20120622,AXP,AMERICAN EXPRESS CO,1,56.79
20120625,AXP,AMERICAN EXPRESS CO,1,56.05
20120626,AXP,AMERICAN EXPRESS CO,1,56.11
20120627,AXP,AMERICAN EXPRESS CO,1,56.88
20120628,AXP,AMERICAN EXPRESS CO,1,56.69
20120629,AXP,AMERICAN EXPRESS CO,1,58.21
20120702,AXP,AMERICAN EXPRESS CO,1,59.05
20120703,AXP,AMERICAN EXPRESS CO,1,59.41
20120705,AXP,AMERICAN EXPRESS CO,1,59.25
20120706,AXP,AMERICAN EXPRESS CO,1,58.63
20120709,AXP,AMERICAN EXPRESS CO,1,58.41
20120710,AXP,AMERICAN EXPRESS CO,1,58.39
20120711,AXP,AMERICAN EXPRESS CO,1,58.08
20120712,AXP,AMERICAN EXPRESS CO,1,56.93
20120713,AXP,AMERICAN EXPRESS CO,1,57.93
20120716,AXP,AMERICAN EXPRESS CO,1,58.64
20120717,AXP,AMERICAN EXPRESS CO,1,58.68
20120718,AXP,AMERICAN EXPRESS CO,1,58.29
20120719,AXP,AMERICAN EXPRESS CO,1,56.23
20120720,AXP,AMERICAN EXPRESS CO,1,55.81
20120723,AXP,AMERICAN EXPRESS CO,1,55.73
20120724,AXP,AMERICAN EXPRESS CO,1,55.63
20120725,AXP,AMERICAN EXPRESS CO,1,56.05
20120726,AXP,AMERICAN EXPRESS CO,1,57.76
20120727,AXP,AMERICAN EXPRESS CO,1,58.53
20120730,AXP,AMERICAN EXPRESS CO,1,58.29
20120731,AXP,AMERICAN EXPRESS CO,1,57.71
20120801,AXP,AMERICAN EXPRESS CO,1,56.8
20120802,AXP,AMERICAN EXPRESS CO,1,56.49
20120803,AXP,AMERICAN EXPRESS CO,1,57.61
20120806,AXP,AMERICAN EXPRESS CO,1,57.1
20120807,AXP,AMERICAN EXPRESS CO,1,57.64
20120808,AXP,AMERICAN EXPRESS CO,1,57.91
20120809,AXP,AMERICAN EXPRESS CO,1,56.47
20120810,AXP,AMERICAN EXPRESS CO,1,55.85
20120813,AXP,AMERICAN EXPRESS CO,1,56.13
20120814,AXP,AMERICAN EXPRESS CO,1,56.08
20120815,AXP,AMERICAN EXPRESS CO,1,56.66
20120816,AXP,AMERICAN EXPRESS CO,1,57.37
20120817,AXP,AMERICAN EXPRESS CO,1,57.59
20120820,AXP,AMERICAN EXPRESS CO,1,56.9
20120821,AXP,AMERICAN EXPRESS CO,1,56.6
20120822,AXP,AMERICAN EXPRESS CO,1,56.82
20120823,AXP,AMERICAN EXPRESS CO,1,56.42
20120824,AXP,AMERICAN EXPRESS CO,1,57.49
20120827,AXP,AMERICAN EXPRESS CO,1,57.42
20120828,AXP,AMERICAN EXPRESS CO,1,57.56
20120829,AXP,AMERICAN EXPRESS CO,1,57.42
20120830,AXP,AMERICAN EXPRESS CO,1,57.17
20120831,AXP,AMERICAN EXPRESS CO,1,58.3
20120904,AXP,AMERICAN EXPRESS CO,1,58.61
20120905,AXP,AMERICAN EXPRESS CO,1,57.19
20120906,AXP,AMERICAN EXPRESS CO,1,57.41
20120907,AXP,AMERICAN EXPRESS CO,1,57.73
20120910,AXP,AMERICAN EXPRESS CO,1,57.52
20120911,AXP,AMERICAN EXPRESS CO,1,57.23
20120912,AXP,AMERICAN EXPRESS CO,1,57.27
20120913,AXP,AMERICAN EXPRESS CO,1,59.05
20120914,AXP,AMERICAN EXPRESS CO,1,59.27
20120917,AXP,AMERICAN EXPRESS CO,1,59.18
20120918,AXP,AMERICAN EXPRESS CO,1,58.67
20120919,AXP,AMERICAN EXPRESS CO,1,58.67
20120920,AXP,AMERICAN EXPRESS CO,1,58.34
20120921,AXP,AMERICAN EXPRESS CO,1,57.86
20120924,AXP,AMERICAN EXPRESS CO,1,57.67
20120925,AXP,AMERICAN EXPRESS CO,1,57.13
20120926,AXP,AMERICAN EXPRESS CO,1,56.14
20120927,AXP,AMERICAN EXPRESS CO,1,56.57
20120928,AXP,AMERICAN EXPRESS CO,1,56.86
20121001,AXP,AMERICAN EXPRESS CO,1,57.73
20121002,AXP,AMERICAN EXPRESS CO,1,57.18
20121003,AXP,AMERICAN EXPRESS CO,1,57.4
20121004,AXP,AMERICAN EXPRESS CO,1,58.37
20121005,AXP,AMERICAN EXPRESS CO,1,58.56
20121008,AXP,AMERICAN EXPRESS CO,1,58.82
20121009,AXP,AMERICAN EXPRESS CO,1,58.24
20121010,AXP,AMERICAN EXPRESS CO,1,57.97
20121011,AXP,AMERICAN EXPRESS CO,1,58.47
20121012,AXP,AMERICAN EXPRESS CO,1,57.89
20121015,AXP,AMERICAN EXPRESS CO,1,57.59
20121016,AXP,AMERICAN EXPRESS CO,1,58.63
20121017,AXP,AMERICAN EXPRESS CO,1,59.37
20121018,AXP,AMERICAN EXPRESS CO,1,57.61
20121019,AXP,AMERICAN EXPRESS CO,1,56.86
20121022,AXP,AMERICAN EXPRESS CO,1,56.74
20121023,AXP,AMERICAN EXPRESS CO,1,55.38
20121024,AXP,AMERICAN EXPRESS CO,1,55.23
20121025,AXP,AMERICAN EXPRESS CO,1,55.44
